,source,edge_type,target,weight
5080,TNF,Gene product {} downregulates gene,ARFIP2,4.936015102430247e-06
5081,TNF,Gene product {} downregulates gene,TMEM134,2.8401152576407185e-06
5082,TNF,Gene product {} downregulates gene,SUCO,4.1947196223190986e-06
5083,TNF,Gene product {} downregulates gene,COMMD4,3.900867341144476e-06
5084,TNF,Gene product {} downregulates gene,PAICS,4.079116479260847e-06
5085,TNF,Gene product {} downregulates gene,PHGDH,2.929989932454191e-06
5086,TNF,Gene product {} downregulates gene,SHLD2,4.54726250609383e-06
5087,TNF,Gene product {} downregulates gene,RPL7A,2.337556452403078e-06
5088,TNF,Gene product {} downregulates gene,CTR9,5.865815637662308e-06
5089,TNF,Gene product {} downregulates gene,SEC11A,3.468201157375006e-06
5090,TNF,Gene product {} downregulates gene,NUP93,3.812118393398123e-06
5091,TNF,Gene product {} downregulates gene,RPL31,2.0510344711510697e-06
5092,TNF,Gene product {} downregulates gene,UBQLN2,1.8120172171620648e-06
5093,TNF,Gene product {} downregulates gene,ICAM3,4.7025700951053295e-06
5094,TNF,Gene product {} downregulates gene,MRFAP1L1,9.353623681818137e-06
5095,TNF,Gene product {} downregulates gene,ATP5ME,3.37946585204918e-06
5096,TNF,Gene product {} downregulates gene,ZC3H13,5.206143214309122e-06
5097,TNF,Gene product {} downregulates gene,EBNA1BP2,6.718680197081994e-06
5098,TNF,Gene product {} downregulates gene,SLC37A4,9.223672350344714e-06
5099,TNF,Gene product {} downregulates gene,ENOSF1,5.55304632143816e-06
5100,TNF,Gene product {} downregulates gene,RPL28,2.0815111838601297e-06
5101,TNF,Gene product {} downregulates gene,OXSR1,2.5687356810522037e-06
5102,TNF,Gene product {} downregulates gene,RPS2,1.988290250665159e-06
5103,TNF,Gene product {} downregulates gene,SORBS3,4.521026312431786e-06
5104,TNF,Gene product {} downregulates gene,HSD17B10,5.195111043576617e-06
5105,TNF,Gene product {} downregulates gene,PIP4K2B,6.304102953436086e-06
5106,TNF,Gene product {} downregulates gene,CIRBP,2.2707258722221013e-06
5107,TNF,Gene product {} downregulates gene,PDLIM2,8.742445061216131e-06
5108,TNF,Gene product {} downregulates gene,VRK1,2.62579624177306e-06
5109,TNF,Gene product {} downregulates gene,ANAPC13,7.510279829148203e-06
5110,TNF,Gene product {} downregulates gene,POLR2L,3.36133689415874e-06
5111,TNF,Gene product {} downregulates gene,TTC19,3.669261786853895e-06
5112,TNF,Gene product {} downregulates gene,PSMG1,4.461361641006079e-06
5113,TNF,Gene product {} downregulates gene,NDUFA1,3.1627967018721392e-06
5114,TNF,Gene product {} downregulates gene,RPL30,1.6918936580623267e-06
5115,TNF,Gene product {} downregulates gene,RACK1,2.6615407477947883e-06
5116,TNF,Gene product {} downregulates gene,SMC4,2.2223314317670884e-06
5117,TNF,Gene product {} downregulates gene,ARPC5L,2.4664573174959514e-06
5118,TNF,Gene product {} downregulates gene,RPIA,4.441046257852577e-06
5119,TNF,Gene product {} downregulates gene,QDPR,4.933764103043359e-06
5120,TNF,Gene product {} downregulates gene,KIAA0232,3.609259692893829e-06
5121,TNF,Gene product {} downregulates gene,STXBP2,7.70378301240271e-06
5122,TNF,Gene product {} downregulates gene,MRPS11,1.2536459053080762e-06
5123,TNF,Gene product {} downregulates gene,PNMA1,2.184025561291492e-06
5124,TNF,Gene product {} downregulates gene,ATP6V1D,3.2023467610997614e-06
5125,TNF,Gene product {} downregulates gene,RPS4Y1,1.7573507875567884e-06
5126,TNF,Gene product {} downregulates gene,HIF1A,2.954745696115424e-06
5127,TNF,Gene product {} downregulates gene,POP5,1.883062623164733e-06
5128,TNF,Gene product {} downregulates gene,TUBA4A,1.3119042705511674e-06
5129,TNF,Gene product {} downregulates gene,ATP1B3,7.101620667526731e-06
5130,TNF,Gene product {} downregulates gene,CLTB,3.0642427191196475e-06
5131,TNF,Gene product {} downregulates gene,FBXO7,4.260231435182504e-06
5132,TNF,Gene product {} downregulates gene,BABAM1,4.273942067811731e-06
5133,TNF,Gene product {} downregulates gene,RAE1,2.858266725525027e-06
5134,TNF,Gene product {} downregulates gene,RPLP1,3.7388556393125327e-06
5135,TNF,Gene product {} downregulates gene,UTP11,9.907652156471158e-07
5136,TNF,Gene product {} downregulates gene,TCN1,2.8329104679869488e-06
5137,TNF,Gene product {} downregulates gene,TMED2,2.241209358544438e-06
5138,TNF,Gene product {} downregulates gene,SAMM50,4.271415946277557e-06
5139,TNF,Gene product {} downregulates gene,DCPS,5.86010173719842e-06
5140,TNF,Gene product {} downregulates gene,CCNB1,1.990676764762611e-06
5141,TNF,Gene product {} downregulates gene,FKBP3,5.356298061087728e-06
5142,TNF,Gene product {} downregulates gene,TRAM2,2.608764589240309e-06
5143,TNF,Gene product {} downregulates gene,MPZL1,4.3402087612776086e-06
5144,TNF,Gene product {} downregulates gene,POLE2,1.493461013524211e-06
5145,TNF,Gene product {} downregulates gene,TBPL1,2.1402606762421783e-06
5146,TNF,Gene product {} downregulates gene,EEF1B2,4.4990920287091285e-06
5147,TNF,Gene product {} downregulates gene,PAK6,3.931439550797222e-06
5148,TNF,Gene product {} downregulates gene,MBOAT7,5.251862603472546e-06
5149,TNF,Gene product {} downregulates gene,CPNE3,3.5286761885799933e-06
5150,TNF,Gene product {} downregulates gene,GATD3,7.633378118043765e-06
5151,TNF,Gene product {} downregulates gene,ITGB5,9.252914423996115e-06
5152,TNF,Gene product {} downregulates gene,COASY,2.2813940177002223e-06
5153,TNF,Gene product {} downregulates gene,DCK,3.1303275136451703e-06
5154,TNF,Gene product {} downregulates gene,CEBPA,3.5657551507028984e-06
5155,TNF,Gene product {} downregulates gene,ABHD10,4.762547177961096e-06
5156,TNF,Gene product {} downregulates gene,MCUR1,5.480727850226685e-06
5157,TNF,Gene product {} downregulates gene,HSPD1,2.4496512196492404e-06
5158,TNF,Gene product {} downregulates gene,PPP2R5A,3.391231075511314e-06
5159,TNF,Knocked-out gene {} downregulates target gene,PPP2R5A,3.4110785236407537e-06
5160,TNF,Gene product {} downregulates gene,SH3BGRL3,6.485629910457647e-06
5161,TNF,Gene product {} downregulates gene,RPS5,1.4888869372953195e-06
5162,TNF,Gene product {} downregulates gene,MRPS30,1.2084971103831776e-06
5163,TNF,Gene product {} downregulates gene,TCFL5,1.63072891155025e-05
5164,TNF,Gene product {} downregulates gene,UBL4A,9.185660019284114e-07
5165,TNF,Gene product {} downregulates gene,CTSD,3.6207343327987473e-06
5166,TNF,Gene product {} downregulates gene,AKR7A2,5.134261300554499e-06
5167,TNF,Gene product {} downregulates gene,CLSTN1,6.343255790852709e-06
5168,TNF,Gene product {} downregulates gene,USP1,2.468697402946418e-06
5169,TNF,Gene product {} downregulates gene,POLR2F,2.9557754714915063e-06
5170,TNF,Gene product {} downregulates gene,TADA3,2.6495731617615093e-06
5171,TNF,Gene product {} downregulates gene,BRCA1,1.168742301160819e-06
5172,TNF,Gene product {} downregulates gene,UBE2A,2.215492258983432e-06
5173,TNF,Gene product {} downregulates gene,CALU,5.321456683304859e-06
5174,TNF,Gene product {} downregulates gene,DEFB1,3.2270938845613277e-06
5175,TNF,Gene product {} downregulates gene,PNP,9.679869435785804e-06
5176,TNF,Gene product {} downregulates gene,CARM1,4.561833520710934e-06
5177,TNF,Gene product {} downregulates gene,RPSA,3.646984396254993e-06
5178,TNF,Gene product {} downregulates gene,PSMA7,4.035126039525494e-06
5179,TNF,Gene product {} downregulates gene,ARPP19,3.1107349514059024e-06
5180,TNF,Gene product {} downregulates gene,NME4,5.969540779915405e-06
5181,TNF,Gene product {} downregulates gene,CDKN3,1.908784042825573e-06
5182,TNF,Gene product {} downregulates gene,NENF,1.2621922905964311e-05
5183,TNF,Gene product {} downregulates gene,ZDHHC6,7.724453098489903e-06
5184,TNF,Gene product {} downregulates gene,GIPC1,8.010236342670396e-06
5185,TNF,Gene product {} downregulates gene,ABCF3,2.6960296963807195e-06
5186,TNF,Gene product {} downregulates gene,FDFT1,3.922288215107983e-06
5187,TNF,Gene product {} downregulates gene,XPOT,4.5657202463189606e-06
5188,TNF,Gene product {} downregulates gene,PTPA,5.940822575212224e-06
5189,TNF,Gene product {} downregulates gene,LSM2,5.235912794887554e-06
5190,TNF,Gene product {} downregulates gene,ATP1A1,6.909810053912224e-06
5191,TNF,Gene product {} downregulates gene,USP22,2.8992587886023102e-06
5192,TNF,Gene product {} downregulates gene,MRPS16,1.1445445124991238e-06
5193,TNF,Overexpressed gene {} downregulates target gene,MRPS16,2.067971990982187e-06
5194,TNF,Gene product {} downregulates gene,RANBP6,3.209018814231968e-06
5195,TNF,Gene product {} downregulates gene,DCXR,4.489615093916655e-06
5196,TNF,Gene product {} downregulates gene,FBXO9,6.045245754648931e-06
5197,TNF,Gene product {} downregulates gene,LRPAP1,5.138626875123009e-06
5198,TNF,Gene product {} downregulates gene,RNF7,3.4753995805658637e-06
5199,TNF,Gene product {} downregulates gene,MXRA8,4.634766810340807e-06
5200,TNF,Gene product {} downregulates gene,PPIH,5.329705345502589e-06
5201,TNF,Gene product {} downregulates gene,RPS27A,1.977750798687339e-06
5202,TNF,Gene product {} downregulates gene,CDK1,1.9905116914742398e-06
5203,TNF,Gene product {} downregulates gene,NUCKS1,4.388683919387404e-06
5204,TNF,Gene product {} downregulates gene,RPL17,2.502961478967336e-06
5205,TNF,Gene product {} downregulates gene,PARP2,3.02390753859072e-06
5206,TNF,Gene product {} downregulates gene,GDF15,1.0363096407672856e-05
5207,TNF,Gene product {} downregulates gene,CCNA2,2.6428645014675567e-06
5208,TNF,Gene product {} downregulates gene,RPL15,2.222702732979087e-06
5209,TNF,Gene product {} downregulates gene,PCMT1,3.739379053513403e-06
5210,TNF,Gene product {} downregulates gene,SKP1,9.938576113199815e-07
5211,TNF,Gene product {} downregulates gene,DAG1,2.3823038191039814e-06
5212,TNF,Gene product {} downregulates gene,TCEAL4,3.683576551338774e-06
5213,TNF,Gene product {} downregulates gene,TMED3,2.167878847103566e-06
5214,TNF,Gene product {} downregulates gene,GGCT,0.0001049652928486
5215,TNF,Gene product {} downregulates gene,ERBB2,5.794427124783397e-06
5216,TNF,Gene product {} downregulates gene,STAMBP,3.5565583402785705e-06
5217,TNF,Gene product {} downregulates gene,RAP1GAP,5.195018275117036e-06
5218,TNF,Gene product {} downregulates gene,RRAGD,3.9681913222011644e-06
5219,TNF,Gene product {} downregulates gene,PXMP2,3.688523520395393e-06
5220,TNF,Gene product {} downregulates gene,SNRNP25,3.8779430724389385e-06
5221,TNF,Gene product {} downregulates gene,MSRB2,4.155249825998908e-06
5222,TNF,Gene product {} downregulates gene,GALE,8.100649210973643e-06
5223,TNF,Gene product {} downregulates gene,MRPL19,2.4810231025185203e-06
5224,TNF,Gene product {} downregulates gene,SRRT,6.469349955295911e-06
5225,TNF,Gene product {} downregulates gene,EXOSC4,7.303532584046479e-06
5226,TNF,Gene product {} downregulates gene,SCD,6.573369319085032e-06
5227,TNF,Gene product {} downregulates gene,PGRMC1,5.667984623869415e-06
5228,TNF,Gene product {} downregulates gene,CRYZ,6.200612915563397e-06
5229,TNF,Gene product {} downregulates gene,TOMM34,7.752854571663192e-07
5230,TNF,Gene product {} downregulates gene,BDH1,2.903291715483647e-06
5231,TNF,Gene product {} downregulates gene,DHCR24,6.800952633057023e-06
5232,TNF,Gene product {} downregulates gene,RALGDS,3.608716724556871e-06
5233,TNF,Gene product {} downregulates gene,MBNL1,1.1717103006958496e-05
5234,TNF,Gene product {} downregulates gene,TFPI,1.367503955407301e-06
5235,TNF,Gene product {} downregulates gene,RPS15A,1.8613660586197511e-06
5236,TNF,Gene product {} downregulates gene,BMI1,4.2473020585021e-06
5237,TNF,Gene product {} downregulates gene,RPS27L,2.976366431539645e-06
5238,TNF,Gene product {} downregulates gene,DNAJC8,1.2798602710972773e-06
5239,TNF,Gene product {} downregulates gene,BBLN,1.242208691110136e-05
5240,TNF,Gene product {} downregulates gene,SLC25A14,4.085769433004316e-06
5241,TNF,Gene product {} downregulates gene,MRPS34,1.2476139090722429e-06
5242,TNF,Gene product {} downregulates gene,LOXL1,4.84989095639321e-06
5243,TNF,Gene product {} downregulates gene,IARS2,5.09462324771448e-06
5244,TNF,Gene product {} downregulates gene,POLD4,3.4190738915640395e-06
5245,TNF,Gene product {} downregulates gene,S100A13,4.751999767904636e-06
5246,TNF,Gene product {} downregulates gene,DUSP22,6.111366928962525e-06
5247,TNF,Gene product {} downregulates gene,PCNA,1.6407819884989294e-06
5248,TNF,Overexpressed gene {} downregulates target gene,PCNA,1.5473835901502753e-06
5249,TNF,Gene product {} downregulates gene,RPS14,1.6702576886018503e-06
5250,TNF,Gene product {} downregulates gene,LEPR,4.72817373520229e-06
5251,TNF,Gene product {} downregulates gene,ATP5IF1,4.137951691518538e-06
5252,TNF,Gene product {} downregulates gene,TMCO1,1.258617658095318e-06
5253,TNF,Gene product {} downregulates gene,CACYBP,4.271399120625574e-06
5254,TNF,Gene product {} downregulates gene,FHL2,7.701342838117853e-06
5255,TNF,Gene product {} downregulates gene,PRPF4,4.219481979816919e-06
5256,TNF,Overexpressed gene {} downregulates target gene,PRPF4,3.414892717046314e-06
5257,TNF,Gene product {} downregulates gene,CLTC,3.743091838259716e-06
5258,TNF,Gene product {} downregulates gene,INSIG1,4.347084541223012e-06
5259,TNF,Gene product {} downregulates gene,ANP32B,5.545010026253294e-06
5260,TNF,Gene product {} downregulates gene,UFM1,1.496177219451056e-06
5261,TNF,Gene product {} downregulates gene,LSM3,7.01189310348127e-06
5262,TNF,Gene product {} downregulates gene,TOP2A,1.0346847147957303e-06
5263,TNF,Gene product {} downregulates gene,ZNF148,8.462523510388564e-06
5264,TNF,Gene product {} downregulates gene,MTHFD1,2.888719791371841e-06
5265,TNF,Gene product {} downregulates gene,CBX3,6.072855285310652e-06
5266,TNF,Gene product {} downregulates gene,DDX42,4.101594640815165e-06
5267,TNF,Gene product {} downregulates gene,NUP85,2.35613538279722e-06
5268,TNF,Gene product {} downregulates gene,PSMD6,3.267510237492388e-06
5269,TNF,Gene product {} downregulates gene,HOXB7,5.087476438347949e-06
5270,TNF,Gene product {} downregulates gene,RPL26L1,2.177583610318834e-06
5271,TNF,Gene product {} downregulates gene,ECHS1,4.474214620131534e-06
5272,TNF,Gene product {} downregulates gene,MAPKAPK3,3.2196401207329477e-06
5273,TNF,Gene product {} downregulates gene,DENR,7.367852049355861e-06
5274,TNF,Gene product {} downregulates gene,CYFIP2,8.475634786009323e-06
5275,TNF,Gene product {} downregulates gene,PUF60,2.823444674504572e-06
5276,TNF,Overexpressed gene {} downregulates target gene,PUF60,3.368288389538065e-06
5277,TNF,Gene product {} downregulates gene,DECR1,2.781607690849341e-06
5278,TNF,Gene product {} downregulates gene,DUSP4,4.873711986874696e-06
5279,TNF,Gene product {} downregulates gene,RPS4X,2.048375790764112e-06
5280,TNF,Gene product {} downregulates gene,LIG1,3.4664094528125133e-06
5281,TNF,Gene product {} downregulates gene,JPT1,5.032476565247634e-06
5282,TNF,Gene product {} downregulates gene,GFUS,7.374160304607358e-06
5283,TNF,Gene product {} downregulates gene,PAFAH1B3,8.090277333394624e-06
5284,TNF,Gene product {} downregulates gene,FAH,4.119133336644154e-06
5285,TNF,Gene product {} downregulates gene,IMPDH1,3.044133791263448e-06
5286,TNF,Gene product {} downregulates gene,RPL13A,1.7591034975339426e-06
5287,TNF,Gene product {} downregulates gene,TSPAN13,4.228741545375669e-06
5288,TNF,Gene product {} downregulates gene,OLFML3,8.41183828015346e-06
5289,TNF,Gene product {} downregulates gene,SCAND1,4.7141093091340736e-06
5290,TNF,Gene product {} downregulates gene,NPDC1,4.230369086144492e-06
5291,TNF,Overexpressed gene {} downregulates target gene,NPDC1,5.786645488115028e-06
5292,TNF,Gene product {} downregulates gene,CD320,3.2824580102897016e-06
5293,TNF,Gene product {} downregulates gene,ATP6V0B,2.6094908207596745e-06
5294,TNF,Gene product {} downregulates gene,NET1,4.075824108440429e-06
5295,TNF,Gene product {} downregulates gene,BLCAP,5.6927451623778325e-06
5296,TNF,Gene product {} downregulates gene,RPL23A,1.4070885754335904e-06
5297,TNF,Gene product {} downregulates gene,RPS13,1.823837465053657e-06
5298,TNF,Gene product {} downregulates gene,PPP1R14B,2.6172281195613323e-06
5299,TNF,Gene product {} downregulates gene,IFRD2,5.8673249441199005e-06
5300,TNF,Overexpressed gene {} downregulates target gene,IFRD2,3.681829639390344e-06
5301,TNF,Gene product {} downregulates gene,ATMIN,3.690428457048256e-06
5302,TNF,Gene product {} downregulates gene,ITPRID2,6.979717454669299e-06
5303,TNF,Gene product {} downregulates gene,SLIRP,3.205802613592823e-06
5304,TNF,Gene product {} downregulates gene,COQ2,3.298231604276225e-06
5305,TNF,Gene product {} downregulates gene,PPP1R12A,3.053269665542757e-06
5306,TNF,Gene product {} downregulates gene,PTTG1,3.966534677601885e-06
5307,TNF,Gene product {} downregulates gene,PPARG,3.343763637531083e-06
5308,TNF,Gene product {} downregulates gene,SNF8,2.326628418813925e-06
